h2_fraction,phi,T_in,P,success,Su,Su_cm_s,T_ad,NO_ppm,N2O_ppm,NO2_ppm,error
0.1886365325207349,1.1993996809281624,300.0,101325.0,True,0.1709917956542515,17.09917956542515,2008.4602954614677,974.8344912999796,0.04425450787850137,0.005681604957008222,
0.014196007215594997,0.8502541517983241,300.0,101325.0,True,0.08491058352968926,8.491058352968926,1910.575837600759,6131.337849404971,0.09678611353699741,4.013519649353354,
0.27598586912184886,1.2099930348326442,300.0,101325.0,True,0.21774887180190028,21.774887180190028,2021.6030524608827,1869.010283481015,0.070559087958928,0.011113243177793532,
0.8316409766365204,1.1086911974994818,300.0,101325.0,True,1.48296759344408,148.296759344408,2242.4879940666615,11413.098670851114,0.41268978475085244,0.32834496767531907,
0.6839315969380663,0.7107931918260234,300.0,101325.0,True,0.45848386936690383,45.84838693669038,1866.1988645903018,13291.755963226517,0.14733879221183416,13.64973840857296,
0.02998319900946804,0.9757981160458741,300.0,101325.0,True,0.1088113826883602,10.88113826883602,2048.52882415281,5449.492604943381,0.06338448431165386,0.9983668388613336,
0.3515354154382957,0.9527490005378927,300.0,101325.0,True,0.27148980574094644,27.148980574094644,2089.6999344764176,9559.918365484633,0.13609887339712898,1.9132737482864306,
0.587577712198661,1.2469206822363366,300.0,101325.0,True,0.6707479366157278,67.07479366157278,2079.1699163432877,6816.131418626131,0.415382980917169,0.04540888955490003,
0.25657132565880436,0.9820019524412618,300.0,101325.0,True,0.20652906453013697,20.6529064530137,2091.708374622549,7731.351777488101,0.10804117446067736,1.007584210041891,
0.3748236670948942,1.1535388241510152,300.0,101325.0,True,0.32107949025061655,32.10794902506166,2068.8123640443046,4912.616666074579,0.19616942027529571,0.04931471897610895,
0.5246805455114912,0.96188739873894,300.0,101325.0,True,0.4916431128718956,49.16431128718956,2133.79629239468,12261.72219675244,0.20685643623762584,1.776146297226139,
0.09500709442062456,1.0981850562543656,300.0,101325.0,True,0.14245772182632155,14.245772182632155,2037.080851799286,2607.426001076804,0.06132271813008892,0.034237930659713665,
0.9100401004205168,1.087315984023041,300.0,101325.0,True,1.8247064263755375,182.47064263755374,2299.7373384690504,9760.7779003275,0.27210471140492276,0.4394763518711488,
0.6282691523351821,1.038650910901365,300.0,101325.0,True,0.7511901528154206,75.11901528154206,2183.826661661128,11741.77790718286,0.289678446772397,0.5153754722547882,
0.6743782597316594,1.2894718695403875,300.0,101325.0,True,0.9145996352051027,91.45996352051027,2087.969829596487,7749.879365126982,0.5364552860737813,0.04650481815690532,
0.20914696907845298,1.1809559047727176,300.0,101325.0,True,0.18388274399166465,18.388274399166466,2020.9635111406149,1711.139888697396,0.056832930079022057,0.011743252715350497,
0.8360164496684976,0.8152035802936604,300.0,101325.0,True,0.9716874365701349,97.1687436570135,2069.8948318353755,13899.292002034703,0.28335610761618635,5.891255403203825,
0.30631007733583215,1.0624846077286505,300.0,101325.0,True,0.26106498388479016,26.106498388479014,2093.9307036588793,6401.016622215379,0.16152844243491604,0.15710721824091212,
0.6379544670120807,0.8956676893229678,300.0,101325.0,True,0.6348136599994149,63.48136599994149,2099.8704024710055,14530.396632337272,0.2372975578658504,4.090056677244011,
0.665728396431779,1.257227950652196,300.0,101325.0,True,0.8961900396868285,89.61900396868285,2098.134495720018,8248.84703272979,0.5398855343838481,0.05799182357688504,
0.6995376202904234,1.1500400612050365,300.0,101325.0,True,1.009345694535568,100.9345694535568,2154.154556775405,11058.952435081479,0.5649061917003195,0.16269548462237307,
0.11855709764074683,1.1390365054075597,300.0,101325.0,True,0.14906595147149002,14.906595147149002,2022.5412909069885,1704.5317090498388,0.04581341082407172,0.015075169661745075,
0.4099621892475272,0.7960823695188153,300.0,101325.0,True,0.2425359086389724,24.25359086389724,1921.0801524540495,10671.222738923667,0.12940402673830795,8.08471620485121,
0.1092156336829235,1.1138325325441547,300.0,101325.0,True,0.1476194560869074,14.761945608690741,2031.4807891944695,2448.896360059412,0.06552598457050951,0.027392955160465762,
0.49354376511444004,0.8910208679697678,300.0,101325.0,True,0.3938471221591832,39.38471221591832,2056.9297464874226,12440.74867116478,0.18038572439269818,4.310316829274366,
0.9267676056502065,1.2398479741931354,300.0,101325.0,True,2.1126340361984326,211.26340361984325,2252.7896090332856,8082.5078928960165,0.3789110508572525,0.1293214725179396,
0.9560160087417617,0.7767846437537139,300.0,101325.0,True,1.2921571689194582,129.21571689194582,2078.1547664215855,7126.874631814959,0.29245310563585647,3.3370674536116702,
0.16908071969721902,0.792781800000517,300.0,101325.0,True,0.11217153816349314,11.217153816349313,1868.6807267414295,7193.330250269465,0.10419981516816168,6.145068760041412,
0.8723704629906872,1.1433952867043033,300.0,101325.0,True,1.7081738054570408,170.81738054570408,2252.333465513763,10403.423686172679,0.41096838451753287,0.2531836297853186,
0.3562463727225002,1.2761884796508263,300.0,101325.0,True,0.2628515752832765,26.28515752832765,2010.475305146596,1617.2796101440767,0.07096942417109804,0.006937071994964929,
