h2_fraction,phi,Su_cm_s_pred,NO_ppm_pred
0.38670723116728384,1.2933644236211623,28.693416287553077,1827.7106892326774
0.3828385278727049,1.2969771801094023,28.1184080597222,1693.5652989770633
0.37934655217549645,1.296973883759712,27.7514224445626,1631.8582742327344
0.3779155174480563,1.2969934628636204,27.601967440596653,1606.4011447951134
0.37651971439810417,1.2969531888173575,27.459779240486604,1582.716993465
0.37358554205081773,1.2955927855088698,27.218259287656636,1555.3720157979606
0.3730281443811595,1.2967475008765315,27.11286089033343,1525.7688225887678
0.3712035627155483,1.2969808925057003,26.91959433801611,1490.4500552947347
0.3694082976127574,1.2969689104885944,26.741323352941293,1460.0650351195782
0.36748823665017427,1.2962559910521239,26.581483021767973,1439.691891032714
0.3650836615438858,1.2967299778234405,26.327130629320976,1391.298524144191
0.3617177147113583,1.2960470625979612,26.03105859536936,1346.9554556472658
0.3583395279930055,1.2962232058663417,25.70437069409492,1288.8105172750802
0.35625710416277656,1.2969350353359899,25.482018889558432,1243.5438981958632
0.35252233770368185,1.2965042358183165,25.15625060167453,1191.3439536709684
0.3512728499894705,1.2969813709878348,25.024617348341266,1164.0793246598032
0.34863662240757043,1.2968484336600494,24.793634403747447,1125.4434785865014
0.3472487198152455,1.2969906303066552,24.66527284265461,1101.9651536433284
0.34262169480952,1.296968113384811,24.26305788123389,1032.9072472578664
0.3394405279722069,1.2965076802922186,24.008818927598163,993.4980875568599
0.33704553714110885,1.2969770883041865,23.790787079470576,951.8625610858762
0.3341471965959274,1.2969948606273152,23.55081502408241,910.7762343693385
0.32825185132363044,1.2951868823148227,23.139115311954605,857.386310846674
0.32735231318564695,1.2969495307547307,23.007286499753732,819.1956646333301
0.3206563526338485,1.2951290308309693,22.552483236136695,759.3791127590557
0.31865181627110484,1.2969681146602021,22.341310276048013,708.0527159778931
0.30996983473095074,1.296214203495109,21.73728310753991,615.9762548335002
0.30425618932976983,1.296883021769837,21.32247643455895,543.9511223497739
0.30130886304599713,1.2968665278683564,21.12570695758037,513.0784436762015
0.2924602443802277,1.2931595860279983,20.66198757955442,471.9328213808467
0.29318803148029393,1.2969600585210344,20.599579035235465,430.8990892990996
0.2924602443802277,1.2969911257068818,20.553197962883743,423.58342802722746
0.28695911213532266,1.2969600585210344,20.217385955576624,373.21479368923156
0.2817669154636625,1.2969131098748,19.91214207072067,328.4349691345451
0.2743579753412203,1.2969809201567915,19.4908635779298,267.07296240897176
0.270577114588063,1.2969966426422697,19.284009044280594,237.72880351774984
0.2622198950415696,1.2958517324934418,18.871549593549318,188.58733284998743
0.2524148585791131,1.2969933530610733,18.354701434080923,112.22488788343799
0.24469250111768837,1.2969690281446067,17.98644543898468,65.55649058633571
0.2348661251099471,1.2969014108009451,17.536230262427992,11.290660084265255
0.23098594713919862,1.2969642155118446,17.361225053243928,-9.426917597802458
0.21716081103468987,1.2962534369069292,16.771865620937234,-70.86146695762545
0.20729171772603355,1.2966744169484898,16.346433720840693,-115.13420232148019
0.18785249332324055,1.2932829541046023,15.598810225909887,-167.20398398572797
0.18785249332324055,1.296974400489006,15.540281291041879,-184.36441390638902
0.17614473185211776,1.296978602800289,15.068517754853502,-216.3490782751942
0.13303284163001622,1.2843846285516125,13.576087642237752,-254.19696059452326
0.12658164322695747,1.2935871686158924,13.225406613003571,-290.0621891200153
0.08671656570803155,1.2929679777223548,11.926879674387969,-342.02207818727766
0.05781984008319613,1.2969934628636204,11.074123386230376,-404.5922450274538
0.04040599974319501,1.296977180256117,10.634721987975801,-448.7475178306722
0.026064515195764665,1.2969974270027127,10.293923406754303,-488.09549878179314
0.010064696135335826,1.2969974264674398,9.933379991056114,-532.4579457006312
